intervention_id,user_id,account_id,intervention_date,eligibility_flag,treatment_flag,delivery_channel
intv_0006279,user_0014127,acct_01188,2023-05-24,1,0,both
intv_0006280,user_0014129,acct_01188,2023-05-19,1,0,email
intv_0006281,user_0014130,acct_01188,2023-05-21,1,1,email
intv_0006282,user_0014131,acct_01188,2023-05-19,1,0,email
intv_0006283,user_0014133,acct_01188,2023-05-17,1,0,in_app
intv_0006284,user_0014134,acct_01188,2023-06-02,1,0,both
intv_0006285,user_0014142,acct_01189,2023-07-17,1,0,email
intv_0006286,user_0014143,acct_01189,2023-07-28,1,1,email
intv_0006287,user_0014145,acct_01189,2023-06-29,1,0,both
intv_0006288,user_0014147,acct_01189,2023-07-11,1,1,email
intv_0006289,user_0014149,acct_01189,2023-07-23,1,0,email
intv_0006290,user_0014159,acct_01190,2023-07-19,1,0,email
intv_0006291,user_0014161,acct_01190,2023-07-08,1,0,in_app
intv_0006292,user_0014165,acct_01191,2023-12-05,1,0,in_app
intv_0006293,user_0014166,acct_01191,2023-11-25,1,0,both
intv_0006294,user_0014167,acct_01191,2023-12-06,1,0,in_app
intv_0006295,user_0014170,acct_01191,2023-11-26,1,0,email
intv_0006296,user_0014172,acct_01191,2023-12-17,1,0,in_app
intv_0006297,user_0014174,acct_01191,2023-12-15,1,1,in_app
intv_0006298,user_0014182,acct_01192,2023-08-11,1,0,email
intv_0006299,user_0014183,acct_01192,2023-08-01,1,0,email
intv_0006300,user_0014184,acct_01193,2023-04-15,1,1,in_app
intv_0006301,user_0014191,acct_01194,2023-10-23,1,0,both
intv_0006302,user_0014196,acct_01194,2023-10-10,1,0,email
intv_0006303,user_0014199,acct_01194,2023-10-12,1,1,in_app
intv_0006304,user_0014200,acct_01195,2023-02-09,1,0,in_app
intv_0006305,user_0014201,acct_01195,2023-02-15,1,0,both
intv_0006306,user_0014204,acct_01195,2023-02-22,1,1,in_app
intv_0006307,user_0014207,acct_01195,2023-02-21,1,0,email
intv_0006308,user_0014209,acct_01195,2023-03-07,1,0,in_app
intv_0006309,user_0014214,acct_01196,2024-06-04,1,1,in_app
intv_0006310,user_0014217,acct_01196,2024-05-11,1,1,both
intv_0006311,user_0014218,acct_01197,2024-05-14,1,1,both
intv_0006312,user_0014219,acct_01197,2024-05-06,1,0,in_app
intv_0006313,user_0014222,acct_01198,2024-03-01,1,0,both
intv_0006314,user_0014225,acct_01198,2024-02-20,1,0,in_app
intv_0006315,user_0014226,acct_01198,2024-03-06,1,0,in_app
intv_0006316,user_0014227,acct_01198,2024-02-24,1,0,email
intv_0006317,user_0014228,acct_01198,2024-02-28,1,0,email
intv_0006318,user_0014229,acct_01198,2024-02-28,1,0,both
intv_0006319,user_0014230,acct_01198,2024-02-28,1,1,email
intv_0006320,user_0014231,acct_01198,2024-02-19,1,0,in_app
intv_0006321,user_0014232,acct_01198,2024-03-01,1,0,both
intv_0006322,user_0014237,acct_01198,2024-02-08,1,0,in_app
intv_0006323,user_0014238,acct_01198,2024-02-04,1,0,in_app
intv_0006324,user_0014241,acct_01198,2024-01-30,1,1,email
intv_0006325,user_0014243,acct_01199,2024-06-17,1,0,both
intv_0006326,user_0014246,acct_01199,2024-06-22,1,1,email
intv_0006327,user_0014249,acct_01199,2024-06-13,1,1,both
intv_0006328,user_0014251,acct_01199,2024-06-17,1,0,in_app
intv_0006329,user_0014252,acct_01200,2023-09-10,1,0,in_app
intv_0006330,user_0014255,acct_01200,2023-09-09,1,1,both
intv_0006331,user_0014256,acct_01200,2023-09-07,1,0,email
intv_0006332,user_0014258,acct_01200,2023-09-13,1,0,in_app
intv_0006333,user_0014259,acct_01200,2023-09-06,1,1,both
intv_0006334,user_0014262,acct_01200,2023-09-21,1,0,email
intv_0006335,user_0014264,acct_01200,2023-09-21,1,0,email
intv_0006336,user_0014265,acct_01200,2023-09-07,1,1,email
intv_0006337,user_0014266,acct_01200,2023-09-25,1,0,email
intv_0006338,user_0014269,acct_01200,2023-09-07,1,0,in_app
intv_0006339,user_0014270,acct_01200,2023-09-23,1,1,in_app
intv_0006340,user_0014272,acct_01201,2023-08-03,1,0,both
intv_0006341,user_0014274,acct_01201,2023-07-23,1,0,in_app
intv_0006342,user_0014277,acct_01201,2023-07-20,1,0,in_app
intv_0006343,user_0014280,acct_01201,2023-07-20,1,0,email
intv_0006344,user_0014281,acct_01202,2023-06-30,1,1,in_app
intv_0006345,user_0014282,acct_01202,2023-06-29,1,0,email
intv_0006346,user_0014283,acct_01202,2023-06-24,1,0,in_app
intv_0006347,user_0014285,acct_01202,2023-06-18,1,0,in_app
intv_0006348,user_0014286,acct_01202,2023-06-17,1,1,both
intv_0006349,user_0014289,acct_01202,2023-06-21,1,0,email
intv_0006350,user_0014290,acct_01202,2023-06-13,1,0,in_app
intv_0006351,user_0014292,acct_01202,2023-06-20,1,0,in_app
intv_0006352,user_0014294,acct_01202,2023-06-26,1,0,both
intv_0006353,user_0014299,acct_01202,2023-06-10,1,0,both
intv_0006354,user_0014300,acct_01202,2023-07-02,1,1,email
intv_0006355,user_0014301,acct_01202,2023-06-17,1,0,email
intv_0006356,user_0014302,acct_01202,2023-06-22,1,1,in_app
intv_0006357,user_0014303,acct_01202,2023-06-10,1,0,email
intv_0006358,user_0014306,acct_01202,2023-07-01,1,1,in_app
intv_0006359,user_0014308,acct_01203,2024-01-30,1,0,both
intv_0006360,user_0014310,acct_01203,2024-01-19,1,0,in_app
intv_0006361,user_0014312,acct_01203,2024-01-06,1,1,email
intv_0006362,user_0014313,acct_01203,2024-01-13,1,0,in_app
intv_0006363,user_0014315,acct_01204,2023-08-11,1,0,in_app
intv_0006364,user_0014316,acct_01204,2023-09-08,1,0,in_app
intv_0006365,user_0014317,acct_01204,2023-08-20,1,0,in_app
intv_0006366,user_0014320,acct_01204,2023-08-24,1,0,in_app
intv_0006367,user_0014322,acct_01205,2023-09-15,1,0,both
intv_0006368,user_0014324,acct_01205,2023-09-08,1,0,email
intv_0006369,user_0014329,acct_01205,2023-09-23,1,0,email
intv_0006370,user_0014330,acct_01205,2023-09-28,1,1,both
intv_0006371,user_0014331,acct_01205,2023-09-29,1,1,in_app
intv_0006372,user_0014333,acct_01206,2024-01-01,1,1,both
intv_0006373,user_0014334,acct_01206,2023-12-29,1,0,both
intv_0006374,user_0014335,acct_01206,2024-01-23,1,0,in_app
intv_0006375,user_0014337,acct_01206,2024-01-11,1,0,both
intv_0006376,user_0014339,acct_01206,2024-01-08,1,0,in_app
intv_0006377,user_0014340,acct_01206,2024-01-04,1,0,in_app
intv_0006378,user_0014342,acct_01206,2024-01-02,1,0,in_app
intv_0006379,user_0014343,acct_01206,2024-01-04,1,0,both
intv_0006380,user_0014344,acct_01206,2023-12-31,1,0,email
intv_0006381,user_0014345,acct_01206,2024-01-10,1,1,email
intv_0006382,user_0014347,acct_01206,2024-01-08,1,0,in_app
intv_0006383,user_0014351,acct_01206,2024-01-16,1,0,in_app
intv_0006384,user_0014353,acct_01207,2024-02-20,1,0,both
intv_0006385,user_0014354,acct_01207,2024-03-05,1,0,in_app
intv_0006386,user_0014357,acct_01207,2024-03-17,1,0,in_app
intv_0006387,user_0014359,acct_01207,2024-03-05,1,0,in_app
intv_0006388,user_0014360,acct_01207,2024-03-03,1,0,in_app
intv_0006389,user_0014363,acct_01208,2023-10-17,1,1,email
intv_0006390,user_0014364,acct_01208,2023-10-07,1,0,email
intv_0006391,user_0014369,acct_01208,2023-10-04,1,0,in_app
intv_0006392,user_0014371,acct_01209,2023-04-28,1,0,in_app
intv_0006393,user_0014372,acct_01209,2023-05-02,1,1,in_app
intv_0006394,user_0014373,acct_01209,2023-05-11,1,0,in_app
intv_0006395,user_0014375,acct_01209,2023-04-25,1,0,both
intv_0006396,user_0014376,acct_01209,2023-05-22,1,1,in_app
intv_0006397,user_0014377,acct_01209,2023-05-16,1,0,in_app
intv_0006398,user_0014383,acct_01210,2024-01-28,1,0,in_app
intv_0006399,user_0014384,acct_01210,2024-02-19,1,0,in_app
intv_0006400,user_0014388,acct_01210,2024-02-18,1,1,email
intv_0006401,user_0014389,acct_01210,2024-02-19,1,0,in_app
intv_0006402,user_0014394,acct_01212,2023-09-07,1,1,email
intv_0006403,user_0014395,acct_01212,2023-08-21,1,0,in_app
intv_0006404,user_0014397,acct_01212,2023-09-13,1,0,email
intv_0006405,user_0014400,acct_01212,2023-08-28,1,1,both
intv_0006406,user_0014401,acct_01213,2024-06-26,1,0,in_app
intv_0006407,user_0014402,acct_01213,2024-06-26,1,0,both
intv_0006408,user_0014404,acct_01213,2024-06-29,1,0,email
intv_0006409,user_0014406,acct_01213,2024-06-26,1,1,in_app
intv_0006410,user_0014407,acct_01213,2024-07-13,1,1,email
intv_0006411,user_0014408,acct_01213,2024-06-30,1,1,in_app
intv_0006412,user_0014412,acct_01214,2023-03-09,1,1,both
intv_0006413,user_0014413,acct_01214,2023-03-16,1,0,in_app
intv_0006414,user_0014417,acct_01214,2023-04-06,1,1,email
intv_0006415,user_0014418,acct_01215,2024-03-10,1,1,both
intv_0006416,user_0014419,acct_01215,2024-03-13,1,0,in_app
intv_0006417,user_0014420,acct_01215,2024-03-19,1,1,in_app
intv_0006418,user_0014423,acct_01216,2023-07-30,1,1,email
intv_0006419,user_0014425,acct_01216,2023-08-04,1,0,email
intv_0006420,user_0014428,acct_01216,2023-08-02,1,1,both
intv_0006421,user_0014430,acct_01216,2023-07-29,1,0,email
intv_0006422,user_0014433,acct_01216,2023-08-11,1,1,in_app
intv_0006423,user_0014435,acct_01216,2023-08-16,1,0,email
intv_0006424,user_0014437,acct_01217,2024-05-23,1,0,in_app
intv_0006425,user_0014441,acct_01217,2024-05-16,1,0,in_app
intv_0006426,user_0014446,acct_01217,2024-06-09,1,1,email
intv_0006427,user_0014447,acct_01217,2024-06-03,1,0,in_app
intv_0006428,user_0014448,acct_01217,2024-05-28,1,0,in_app
intv_0006429,user_0014452,acct_01218,2023-08-23,1,1,in_app
intv_0006430,user_0014453,acct_01218,2023-09-09,1,1,email
intv_0006431,user_0014458,acct_01219,2024-03-24,1,0,in_app
intv_0006432,user_0014462,acct_01219,2024-03-28,1,0,in_app
intv_0006433,user_0014465,acct_01219,2024-03-03,1,0,in_app
intv_0006434,user_0014468,acct_01220,2023-04-07,1,0,in_app
intv_0006435,user_0014471,acct_01220,2023-03-20,1,1,in_app
intv_0006436,user_0014475,acct_01220,2023-04-09,1,0,in_app
intv_0006437,user_0014477,acct_01220,2023-03-25,1,1,email
intv_0006438,user_0014478,acct_01220,2023-04-04,1,1,in_app
intv_0006439,user_0014480,acct_01220,2023-03-14,1,1,email
intv_0006440,user_0014483,acct_01220,2023-03-13,1,1,in_app
intv_0006441,user_0014484,acct_01220,2023-03-24,1,0,in_app
intv_0006442,user_0014486,acct_01220,2023-03-18,1,0,in_app
intv_0006443,user_0014487,acct_01221,2024-03-16,1,0,email
intv_0006444,user_0014489,acct_01221,2024-02-26,1,0,email
intv_0006445,user_0014491,acct_01221,2024-03-20,1,1,both
intv_0006446,user_0014492,acct_01221,2024-03-22,1,0,in_app
intv_0006447,user_0014493,acct_01221,2024-03-12,1,0,email
intv_0006448,user_0014497,acct_01221,2024-03-07,1,0,in_app
intv_0006449,user_0014499,acct_01221,2024-03-07,1,0,in_app
intv_0006450,user_0014500,acct_01221,2024-03-08,1,1,in_app
intv_0006451,user_0014501,acct_01221,2024-03-20,1,1,in_app
intv_0006452,user_0014503,acct_01222,2024-05-07,1,0,email
intv_0006453,user_0014504,acct_01222,2024-04-10,1,0,in_app
intv_0006454,user_0014506,acct_01222,2024-05-13,1,1,email
intv_0006455,user_0014507,acct_01222,2024-05-04,1,0,in_app
intv_0006456,user_0014508,acct_01222,2024-05-02,1,1,in_app
intv_0006457,user_0014509,acct_01222,2024-05-05,1,0,both
intv_0006458,user_0014510,acct_01223,2024-07-04,1,1,email
intv_0006459,user_0014519,acct_01224,2023-12-28,1,1,email
intv_0006460,user_0014522,acct_01224,2023-12-27,1,1,in_app
intv_0006461,user_0014523,acct_01224,2024-01-10,1,1,in_app
intv_0006462,user_0014529,acct_01225,2023-09-28,1,1,in_app
intv_0006463,user_0014531,acct_01225,2023-09-21,1,0,both
intv_0006464,user_0014534,acct_01225,2023-09-06,1,1,in_app
intv_0006465,user_0014535,acct_01225,2023-09-25,1,0,email
intv_0006466,user_0014544,acct_01226,2023-04-21,1,0,both
intv_0006467,user_0014545,acct_01226,2023-04-15,1,0,both
intv_0006468,user_0014546,acct_01226,2023-04-13,1,0,both
intv_0006469,user_0014549,acct_01226,2023-04-27,1,0,email
intv_0006470,user_0014554,acct_01226,2023-04-12,1,0,in_app
intv_0006471,user_0014557,acct_01227,2023-10-06,1,1,both
intv_0006472,user_0014564,acct_01227,2023-10-19,1,0,both
intv_0006473,user_0014565,acct_01227,2023-10-15,1,0,email
intv_0006474,user_0014566,acct_01227,2023-10-17,1,0,in_app
intv_0006475,user_0014568,acct_01227,2023-10-17,1,0,in_app
intv_0006476,user_0014570,acct_01227,2023-10-19,1,1,in_app
intv_0006477,user_0014571,acct_01227,2023-10-17,1,0,in_app
intv_0006478,user_0014574,acct_01227,2023-09-26,1,0,email
intv_0006479,user_0014576,acct_01227,2023-10-07,1,0,email
intv_0006480,user_0014578,acct_01227,2023-10-13,1,1,email
intv_0006481,user_0014579,acct_01227,2023-10-07,1,0,in_app
intv_0006482,user_0014584,acct_01227,2023-10-01,1,0,email
intv_0006483,user_0014585,acct_01227,2023-09-30,1,0,both
intv_0006484,user_0014587,acct_01227,2023-10-03,1,0,email
intv_0006485,user_0014590,acct_01227,2023-10-19,1,0,email
intv_0006486,user_0014592,acct_01227,2023-10-02,1,0,email
intv_0006487,user_0014594,acct_01227,2023-10-01,1,0,email
intv_0006488,user_0014596,acct_01227,2023-10-14,1,0,both
intv_0006489,user_0014597,acct_01227,2023-10-05,1,0,in_app
intv_0006490,user_0014603,acct_01228,2023-11-26,1,1,in_app
intv_0006491,user_0014604,acct_01228,2023-11-10,1,1,in_app
intv_0006492,user_0014609,acct_01229,2023-08-03,1,0,email
intv_0006493,user_0014613,acct_01229,2023-08-03,1,0,both
intv_0006494,user_0014615,acct_01229,2023-08-01,1,0,in_app
intv_0006495,user_0014620,acct_01230,2023-08-31,1,0,in_app
intv_0006496,user_0014622,acct_01230,2023-08-11,1,1,in_app
intv_0006497,user_0014624,acct_01230,2023-09-05,1,0,both
intv_0006498,user_0014626,acct_01231,2023-02-13,1,0,in_app
intv_0006499,user_0014628,acct_01231,2023-02-27,1,0,in_app
intv_0006500,user_0014629,acct_01231,2023-03-02,1,0,in_app
intv_0006501,user_0014633,acct_01231,2023-02-24,1,1,both
intv_0006502,user_0014635,acct_01231,2023-02-14,1,1,email
intv_0006503,user_0014637,acct_01231,2023-02-12,1,0,email
intv_0006504,user_0014640,acct_01232,2023-04-24,1,0,in_app
intv_0006505,user_0014641,acct_01232,2023-04-27,1,1,email
intv_0006506,user_0014642,acct_01232,2023-05-01,1,0,in_app
intv_0006507,user_0014643,acct_01232,2023-04-05,1,0,email
intv_0006508,user_0014644,acct_01232,2023-04-04,1,0,email
intv_0006509,user_0014645,acct_01232,2023-04-11,1,1,email
intv_0006510,user_0014647,acct_01232,2023-04-10,1,0,both
intv_0006511,user_0014648,acct_01232,2023-04-23,1,1,in_app
intv_0006512,user_0014651,acct_01232,2023-04-12,1,1,in_app
intv_0006513,user_0014652,acct_01233,2023-10-02,1,1,email
intv_0006514,user_0014653,acct_01233,2023-09-22,1,0,email
intv_0006515,user_0014655,acct_01233,2023-10-04,1,1,in_app
intv_0006516,user_0014656,acct_01233,2023-09-29,1,1,in_app
intv_0006517,user_0014657,acct_01233,2023-09-28,1,1,email
intv_0006518,user_0014659,acct_01233,2023-09-24,1,0,in_app
intv_0006519,user_0014660,acct_01233,2023-09-29,1,0,both
intv_0006520,user_0014665,acct_01234,2023-11-21,1,1,email
intv_0006521,user_0014667,acct_01234,2023-11-22,1,1,both
intv_0006522,user_0014668,acct_01234,2023-11-16,1,0,both
intv_0006523,user_0014670,acct_01235,2023-07-29,1,1,email
intv_0006524,user_0014671,acct_01235,2023-07-15,1,1,in_app
intv_0006525,user_0014672,acct_01235,2023-07-21,1,1,in_app
intv_0006526,user_0014673,acct_01235,2023-07-23,1,0,both
intv_0006527,user_0014676,acct_01235,2023-07-23,1,0,email
intv_0006528,user_0014677,acct_01235,2023-08-14,1,1,in_app
intv_0006529,user_0014678,acct_01235,2023-08-11,1,1,email
intv_0006530,user_0014681,acct_01236,2023-04-06,1,0,in_app
intv_0006531,user_0014683,acct_01236,2023-04-14,1,0,in_app
intv_0006532,user_0014690,acct_01237,2024-01-29,1,0,in_app
intv_0006533,user_0014691,acct_01237,2024-01-12,1,0,in_app
intv_0006534,user_0014694,acct_01237,2024-01-16,1,0,both
intv_0006535,user_0014695,acct_01237,2024-02-02,1,1,in_app
intv_0006536,user_0014699,acct_01237,2024-02-09,1,0,in_app
intv_0006537,user_0014701,acct_01237,2024-02-13,1,1,email
intv_0006538,user_0014704,acct_01238,2024-04-15,1,1,both
intv_0006539,user_0014705,acct_01238,2024-05-04,1,0,in_app
intv_0006540,user_0014706,acct_01238,2024-05-07,1,0,email
intv_0006541,user_0014711,acct_01238,2024-05-06,1,1,in_app
intv_0006542,user_0014712,acct_01238,2024-04-28,1,1,in_app
intv_0006543,user_0014714,acct_01238,2024-05-17,1,0,in_app
intv_0006544,user_0014720,acct_01238,2024-04-23,1,0,email
intv_0006545,user_0014723,acct_01238,2024-05-07,1,0,email
intv_0006546,user_0014724,acct_01238,2024-05-02,1,0,in_app
intv_0006547,user_0014727,acct_01238,2024-05-03,1,1,in_app
intv_0006548,user_0014728,acct_01238,2024-05-11,1,1,in_app
intv_0006549,user_0014729,acct_01238,2024-04-27,1,1,both
intv_0006550,user_0014731,acct_01238,2024-04-25,1,0,email
intv_0006551,user_0014734,acct_01238,2024-04-18,1,0,email
intv_0006552,user_0014735,acct_01238,2024-04-16,1,0,in_app
intv_0006553,user_0014736,acct_01238,2024-05-06,1,1,in_app
intv_0006554,user_0014738,acct_01238,2024-04-25,1,1,in_app
intv_0006555,user_0014739,acct_01238,2024-05-10,1,0,in_app
intv_0006556,user_0014742,acct_01238,2024-05-08,1,1,in_app
intv_0006557,user_0014743,acct_01239,2023-03-16,1,0,both
intv_0006558,user_0014745,acct_01239,2023-02-22,1,0,both
intv_0006559,user_0014746,acct_01239,2023-02-19,1,0,email
intv_0006560,user_0014751,acct_01239,2023-02-20,1,1,in_app
intv_0006561,user_0014753,acct_01239,2023-02-25,1,0,in_app
intv_0006562,user_0014754,acct_01239,2023-02-15,1,1,in_app
intv_0006563,user_0014758,acct_01240,2023-08-12,1,0,in_app
intv_0006564,user_0014759,acct_01240,2023-07-25,1,0,in_app
intv_0006565,user_0014760,acct_01240,2023-08-07,1,0,both
intv_0006566,user_0014761,acct_01240,2023-07-25,1,0,email
intv_0006567,user_0014762,acct_01240,2023-08-01,1,0,in_app
intv_0006568,user_0014763,acct_01240,2023-07-15,1,0,in_app
intv_0006569,user_0014766,acct_01240,2023-07-19,1,0,in_app
intv_0006570,user_0014767,acct_01240,2023-07-31,1,0,in_app
intv_0006571,user_0014768,acct_01240,2023-07-11,1,1,both
intv_0006572,user_0014769,acct_01240,2023-07-21,1,1,email
intv_0006573,user_0014771,acct_01240,2023-08-11,1,1,in_app
intv_0006574,user_0014773,acct_01240,2023-07-18,1,0,in_app
intv_0006575,user_0014778,acct_01240,2023-08-09,1,1,in_app
intv_0006576,user_0014780,acct_01241,2024-03-31,1,0,email
intv_0006577,user_0014781,acct_01241,2024-03-24,1,1,in_app
intv_0006578,user_0014782,acct_01241,2024-04-04,1,0,in_app
intv_0006579,user_0014784,acct_01241,2024-04-23,1,0,email
intv_0006580,user_0014785,acct_01241,2024-04-02,1,0,in_app
intv_0006581,user_0014786,acct_01241,2024-04-12,1,0,email
intv_0006582,user_0014789,acct_01241,2024-04-23,1,0,in_app
intv_0006583,user_0014790,acct_01241,2024-04-06,1,1,in_app
intv_0006584,user_0014791,acct_01242,2023-03-17,1,1,in_app
intv_0006585,user_0014793,acct_01242,2023-03-16,1,0,in_app
intv_0006586,user_0014796,acct_01242,2023-03-01,1,0,in_app
intv_0006587,user_0014798,acct_01242,2023-03-21,1,0,both
intv_0006588,user_0014800,acct_01242,2023-03-11,1,1,in_app
intv_0006589,user_0014801,acct_01242,2023-03-04,1,0,in_app
intv_0006590,user_0014802,acct_01242,2023-03-27,1,1,email
intv_0006591,user_0014806,acct_01243,2024-05-10,1,0,in_app
intv_0006592,user_0014807,acct_01243,2024-05-11,1,1,in_app
intv_0006593,user_0014810,acct_01243,2024-04-30,1,1,both
intv_0006594,user_0014812,acct_01244,2023-09-27,1,0,in_app
intv_0006595,user_0014813,acct_01244,2023-09-21,1,0,both
intv_0006596,user_0014816,acct_01244,2023-09-14,1,0,both
intv_0006597,user_0014818,acct_01245,2024-06-10,1,1,both
intv_0006598,user_0014820,acct_01245,2024-05-26,1,0,in_app
intv_0006599,user_0014824,acct_01245,2024-05-26,1,0,in_app
intv_0006600,user_0014826,acct_01245,2024-05-17,1,1,email
intv_0006601,user_0014830,acct_01245,2024-06-04,1,1,in_app
intv_0006602,user_0014831,acct_01246,2023-05-28,1,1,email
intv_0006603,user_0014832,acct_01246,2023-05-25,1,0,both
intv_0006604,user_0014835,acct_01246,2023-06-11,1,0,both
intv_0006605,user_0014837,acct_01246,2023-06-04,1,0,in_app
intv_0006606,user_0014839,acct_01246,2023-06-08,1,1,in_app
intv_0006607,user_0014841,acct_01247,2024-04-22,1,1,in_app
intv_0006608,user_0014845,acct_01247,2024-04-03,1,0,in_app
intv_0006609,user_0014851,acct_01248,2023-05-18,1,0,in_app
intv_0006610,user_0014852,acct_01248,2023-06-06,1,0,email
intv_0006611,user_0014853,acct_01248,2023-05-29,1,0,email
intv_0006612,user_0014862,acct_01249,2023-06-14,1,0,both
intv_0006613,user_0014864,acct_01249,2023-05-27,1,0,in_app
intv_0006614,user_0014865,acct_01249,2023-06-06,1,0,email
intv_0006615,user_0014868,acct_01249,2023-05-21,1,0,email
intv_0006616,user_0014870,acct_01250,2023-11-28,1,1,both
intv_0006617,user_0014873,acct_01250,2023-11-07,1,0,both
intv_0006618,user_0014874,acct_01250,2023-11-08,1,0,in_app
intv_0006619,user_0014879,acct_01251,2023-05-04,1,0,both
intv_0006620,user_0014883,acct_01251,2023-04-10,1,0,in_app
intv_0006621,user_0014887,acct_01252,2023-08-22,1,1,both
intv_0006622,user_0014892,acct_01252,2023-08-27,1,1,email
intv_0006623,user_0014894,acct_01253,2024-01-08,1,0,in_app
intv_0006624,user_0014895,acct_01253,2024-01-04,1,1,both
intv_0006625,user_0014899,acct_01253,2023-12-24,1,0,in_app
intv_0006626,user_0014900,acct_01253,2024-01-04,1,0,both
intv_0006627,user_0014908,acct_01253,2024-01-04,1,0,email
intv_0006628,user_0014910,acct_01254,2023-06-19,1,0,email
intv_0006629,user_0014913,acct_01254,2023-07-01,1,0,in_app
intv_0006630,user_0014914,acct_01254,2023-06-25,1,1,in_app
intv_0006631,user_0014921,acct_01254,2023-06-23,1,1,both
intv_0006632,user_0014922,acct_01254,2023-06-27,1,0,in_app
intv_0006633,user_0014925,acct_01254,2023-07-15,1,0,both
intv_0006634,user_0014926,acct_01255,2024-01-29,1,0,email
intv_0006635,user_0014927,acct_01255,2024-01-12,1,0,email
intv_0006636,user_0014928,acct_01255,2024-01-16,1,0,email
intv_0006637,user_0014930,acct_01255,2024-01-18,1,0,in_app
intv_0006638,user_0014932,acct_01255,2024-02-04,1,1,in_app
intv_0006639,user_0014933,acct_01255,2024-01-29,1,1,email
intv_0006640,user_0014935,acct_01255,2024-02-07,1,1,both
intv_0006641,user_0014946,acct_01255,2024-01-18,1,1,email
intv_0006642,user_0014948,acct_01255,2024-01-05,1,0,in_app
intv_0006643,user_0014950,acct_01255,2024-01-19,1,1,both
intv_0006644,user_0014951,acct_01255,2024-02-04,1,1,email
intv_0006645,user_0014952,acct_01255,2024-01-24,1,1,email
intv_0006646,user_0014954,acct_01255,2024-01-18,1,0,email
intv_0006647,user_0014958,acct_01255,2024-01-22,1,0,email
intv_0006648,user_0014960,acct_01256,2023-05-24,1,1,email
intv_0006649,user_0014961,acct_01256,2023-05-31,1,0,email
intv_0006650,user_0014966,acct_01257,2024-02-14,1,0,in_app
intv_0006651,user_0014967,acct_01257,2024-02-19,1,0,email
intv_0006652,user_0014970,acct_01257,2024-03-07,1,0,in_app
intv_0006653,user_0014971,acct_01257,2024-03-08,1,1,email
intv_0006654,user_0014972,acct_01257,2024-02-24,1,1,in_app
intv_0006655,user_0014973,acct_01257,2024-03-13,1,0,in_app
intv_0006656,user_0014974,acct_01257,2024-03-05,1,0,both
intv_0006657,user_0014977,acct_01258,2023-05-26,1,0,in_app
intv_0006658,user_0014978,acct_01258,2023-06-06,1,1,email
intv_0006659,user_0014979,acct_01258,2023-05-31,1,0,in_app
intv_0006660,user_0014980,acct_01258,2023-06-07,1,0,in_app
intv_0006661,user_0014982,acct_01258,2023-05-21,1,1,in_app
intv_0006662,user_0014983,acct_01258,2023-06-03,1,1,both
intv_0006663,user_0014984,acct_01258,2023-06-07,1,0,in_app
intv_0006664,user_0014985,acct_01258,2023-05-28,1,1,in_app
intv_0006665,user_0014987,acct_01258,2023-05-30,1,1,in_app
intv_0006666,user_0014990,acct_01258,2023-06-09,1,1,in_app
intv_0006667,user_0014991,acct_01258,2023-05-29,1,1,both
intv_0006668,user_0014992,acct_01258,2023-05-31,1,1,email
intv_0006669,user_0014993,acct_01258,2023-06-16,1,0,in_app
intv_0006670,user_0014996,acct_01258,2023-06-08,1,1,in_app
intv_0006671,user_0014997,acct_01258,2023-05-27,1,0,in_app
intv_0006672,user_0015000,acct_01258,2023-06-05,1,1,email
intv_0006673,user_0015001,acct_01259,2024-01-28,1,0,in_app
intv_0006674,user_0015006,acct_01259,2024-02-02,1,0,email
intv_0006675,user_0015012,acct_01260,2024-01-07,1,0,email
intv_0006676,user_0015015,acct_01260,2023-12-22,1,0,in_app
intv_0006677,user_0015017,acct_01261,2023-10-20,1,0,email
intv_0006678,user_0015019,acct_01261,2023-11-21,1,0,in_app
intv_0006679,user_0015022,acct_01261,2023-11-17,1,0,in_app
intv_0006680,user_0015028,acct_01261,2023-11-02,1,1,in_app
intv_0006681,user_0015029,acct_01262,2023-04-21,1,0,in_app
intv_0006682,user_0015035,acct_01263,2024-01-17,1,0,both
intv_0006683,user_0015036,acct_01263,2024-01-13,1,0,email
intv_0006684,user_0015040,acct_01263,2024-01-07,1,0,both
intv_0006685,user_0015042,acct_01263,2024-01-04,1,0,email
intv_0006686,user_0015047,acct_01264,2024-07-12,1,1,in_app
intv_0006687,user_0015052,acct_01265,2023-06-30,1,0,in_app
intv_0006688,user_0015057,acct_01265,2023-06-09,1,0,both
intv_0006689,user_0015059,acct_01266,2024-06-22,1,0,in_app
intv_0006690,user_0015060,acct_01266,2024-06-23,1,0,in_app
intv_0006691,user_0015061,acct_01266,2024-06-28,1,0,in_app
intv_0006692,user_0015062,acct_01266,2024-06-29,1,1,in_app
intv_0006693,user_0015065,acct_01266,2024-07-08,1,0,in_app
intv_0006694,user_0015066,acct_01266,2024-06-13,1,0,in_app
intv_0006695,user_0015070,acct_01267,2024-02-29,1,0,in_app
intv_0006696,user_0015072,acct_01267,2024-02-06,1,0,in_app
intv_0006697,user_0015073,acct_01268,2023-06-01,1,0,email
intv_0006698,user_0015080,acct_01269,2023-12-20,1,0,email
intv_0006699,user_0015083,acct_01269,2024-01-01,1,0,email
intv_0006700,user_0015084,acct_01269,2023-12-22,1,0,in_app
