account_id,account_created_date,plan_tier,industry,seat_count,cs_assigned_flag,account_health_score
acct_00817,2023-09-10,starter,Retail,11,0,0.5280053035931687
acct_00818,2023-06-29,starter,FinTech,12,0,0.4917646376489956
acct_00819,2024-02-19,starter,Retail,1,0,0.620828404864632
acct_00820,2023-08-23,growth,Logistics,78,1,0.7247248300397493
acct_00821,2023-03-21,starter,Manufacturing,1,0,0.7197136572992342
acct_00822,2023-01-22,starter,Retail,17,0,0.3863748599718601
acct_00823,2024-04-21,starter,FinTech,10,0,0.8867409100594983
acct_00824,2024-03-15,starter,Retail,14,0,0.5038252605904724
acct_00825,2023-04-03,enterprise,SaaS,199,1,0.5602402504667131
acct_00826,2023-07-11,starter,Healthcare,17,0,0.464601846001827
acct_00827,2023-04-13,starter,SaaS,19,0,0.95
acct_00828,2024-01-31,growth,Education,60,0,0.6363106005431951
acct_00829,2023-01-07,starter,Healthcare,18,0,0.47235373789776525
acct_00830,2023-08-19,starter,Education,3,0,0.7295885324943668
acct_00831,2023-08-28,starter,Retail,13,0,0.7153703668965049
acct_00832,2023-03-31,starter,Logistics,17,0,0.5718409464630174
acct_00833,2023-08-20,starter,Retail,14,0,0.7260910069175075
acct_00834,2024-04-01,starter,FinTech,10,0,0.4762062058753703
acct_00835,2023-08-21,starter,Retail,7,0,0.5260622587576121
acct_00836,2023-12-20,enterprise,Healthcare,180,1,0.2984675018150906
acct_00837,2023-11-29,starter,SaaS,15,0,0.4014073373670656
acct_00838,2024-03-14,growth,Logistics,51,1,0.8711446208506028
acct_00839,2024-01-10,growth,Education,50,0,0.8462142941583471
acct_00840,2023-10-19,starter,Retail,13,0,0.6098682972973444
acct_00841,2023-12-11,growth,Retail,54,1,0.8494397170784755
acct_00842,2024-03-03,starter,SaaS,10,0,0.5759888270087543
acct_00843,2023-05-10,enterprise,Logistics,78,1,0.5634884546148138
acct_00844,2023-05-21,starter,Manufacturing,9,0,0.6084765972698334
acct_00845,2024-02-19,starter,Education,19,0,0.5812617607014652
acct_00846,2023-04-03,starter,Retail,18,0,0.5677205514659729
acct_00847,2023-10-11,enterprise,Retail,223,1,0.7715097160724329
acct_00848,2023-08-11,starter,Manufacturing,13,0,0.6225203480934305
acct_00849,2024-04-07,growth,Education,21,1,0.7068722646650707
acct_00850,2023-10-03,starter,Healthcare,17,0,0.7547070787915996
acct_00851,2023-05-20,growth,Healthcare,70,0,0.65822786934821
acct_00852,2023-12-23,starter,FinTech,11,0,0.45445930111376415
acct_00853,2023-01-23,enterprise,SaaS,212,1,0.39707011665539416
acct_00854,2023-09-27,starter,Logistics,7,0,0.6223170952210958
acct_00855,2023-11-29,starter,Retail,12,0,0.5743115542762598
acct_00856,2023-03-26,starter,Education,19,0,0.6131087143380183
acct_00857,2023-01-31,starter,Retail,17,0,0.5975918941127121
acct_00858,2023-08-28,growth,FinTech,71,0,0.95
acct_00859,2023-12-29,starter,Education,16,0,0.4004660616537993
acct_00860,2024-01-24,growth,Education,34,0,0.3015080595268313
acct_00861,2023-10-26,starter,Retail,14,0,0.6498565250279414
acct_00862,2024-01-06,starter,SaaS,19,0,0.5435366168117707
acct_00863,2023-04-09,starter,FinTech,19,0,0.6474101804594926
acct_00864,2023-02-16,starter,SaaS,12,0,0.6875824533426002
acct_00865,2024-02-26,growth,FinTech,43,0,0.7926157042768346
acct_00866,2024-04-24,starter,Retail,13,0,0.3739161269424092
acct_00867,2023-03-03,starter,FinTech,4,0,0.5164923153214256
acct_00868,2023-04-19,enterprise,Healthcare,227,1,0.6643141888321146
acct_00869,2023-04-29,enterprise,Education,120,1,0.715569539353084
acct_00870,2024-01-17,starter,Logistics,14,0,0.9290174325432579
acct_00871,2024-01-27,starter,Retail,4,0,0.7433555956670801
acct_00872,2023-02-21,growth,Manufacturing,34,0,0.5914817106170585
acct_00873,2023-10-16,starter,Logistics,12,0,0.4664346370586008
acct_00874,2023-12-03,starter,Retail,17,0,0.5153565220921471
acct_00875,2023-07-23,starter,Logistics,7,0,0.511094576556434
acct_00876,2023-08-26,growth,Healthcare,17,1,0.6982850442770641
acct_00877,2024-01-17,growth,Logistics,54,0,0.6385496168378746
acct_00878,2023-05-16,starter,FinTech,14,0,0.40145256437367316
acct_00879,2024-02-11,starter,Logistics,10,0,0.534614779636435
acct_00880,2024-05-22,starter,Retail,13,0,0.7316321330177131
acct_00881,2023-12-28,growth,Manufacturing,78,0,0.6527493532461088
acct_00882,2024-01-16,starter,Manufacturing,12,0,0.6852966924019156
acct_00883,2023-09-11,starter,SaaS,9,0,0.6574382565085894
acct_00884,2024-04-21,growth,Education,42,0,0.8439646101913288
acct_00885,2023-04-24,starter,Logistics,15,0,0.6354064595736555
acct_00886,2023-01-20,growth,Manufacturing,50,0,0.5420965803193953
acct_00887,2023-05-25,starter,Logistics,6,0,0.4626367438299659
acct_00888,2023-07-27,starter,Education,8,0,0.6374414187314568
acct_00889,2024-01-11,starter,Manufacturing,4,0,0.23389439778373738
acct_00890,2024-05-18,growth,Education,45,0,0.5723566497250931
acct_00891,2023-06-15,enterprise,Logistics,269,1,0.5691240210117984
acct_00892,2023-06-30,growth,Retail,60,1,0.3953293719574078
acct_00893,2024-03-19,starter,Logistics,7,0,0.4607601242016006
acct_00894,2023-11-28,growth,Education,78,1,0.7214486295222362
acct_00895,2024-05-17,starter,Retail,10,0,0.6346067623612444
acct_00896,2023-03-20,starter,Retail,16,0,0.6152682500560991
acct_00897,2024-01-31,enterprise,SaaS,201,1,0.6459521300898033
acct_00898,2023-04-13,starter,Manufacturing,5,0,0.6138941381923385
acct_00899,2024-02-06,starter,FinTech,14,0,0.7864293844287471
acct_00900,2023-08-12,starter,Retail,18,0,0.6185143772555473
acct_00901,2023-08-24,starter,Education,19,0,0.3812680329271874
acct_00902,2024-03-02,starter,Manufacturing,3,0,0.8445194947311615
acct_00903,2023-04-26,growth,Healthcare,71,1,0.6555510400993269
acct_00904,2023-06-12,starter,Logistics,4,0,0.5116119403807399
acct_00905,2023-08-14,enterprise,Education,58,1,0.4119897422557472
acct_00906,2023-08-18,growth,Healthcare,36,1,0.6593871331437068
acct_00907,2023-07-01,starter,Education,18,0,0.5824241992538437
acct_00908,2023-09-06,starter,Logistics,14,0,0.8361220179048613
acct_00909,2023-11-14,starter,SaaS,10,0,0.5481139078999758
acct_00910,2023-07-29,growth,Education,31,1,0.47439288154762993
acct_00911,2024-01-27,starter,Retail,17,0,0.7343694327353892
acct_00912,2023-04-06,growth,FinTech,77,0,0.7387922839075247
acct_00913,2023-03-27,starter,Retail,15,0,0.6252977051415293
acct_00914,2024-02-19,growth,Logistics,46,1,0.7014535571512363
acct_00915,2024-01-29,starter,Education,15,0,0.5943469318886643
acct_00916,2024-05-15,starter,FinTech,18,0,0.635079765151387
acct_00917,2023-05-13,enterprise,Retail,250,1,0.7747486323845885
acct_00918,2023-11-10,growth,FinTech,77,1,0.6937977501032254
acct_00919,2023-08-09,starter,Logistics,8,0,0.5746088342501062
acct_00920,2024-03-13,enterprise,SaaS,260,1,0.8028543818889226
acct_00921,2023-02-15,starter,SaaS,9,0,0.24527169408127314
acct_00922,2023-07-11,enterprise,Education,298,1,0.9078109967132901
acct_00923,2024-01-14,growth,Retail,62,0,0.3441061357663897
acct_00924,2023-11-30,starter,Healthcare,9,0,0.5059360762841556
acct_00925,2023-02-08,starter,Logistics,6,0,0.5938623697207396
acct_00926,2023-10-20,starter,Retail,10,0,0.5780278993907758
acct_00927,2023-06-11,starter,Retail,15,0,0.7509616560039831
acct_00928,2023-11-27,growth,SaaS,20,1,0.44132450720846483
acct_00929,2023-04-14,starter,Education,16,0,0.6391150226224594
acct_00930,2023-06-10,starter,FinTech,6,0,0.5132681852670369
acct_00931,2023-02-23,growth,Logistics,53,1,0.6442711469006125
acct_00932,2023-02-03,enterprise,FinTech,126,1,0.5902841610303186
acct_00933,2023-08-30,starter,Manufacturing,8,0,0.6139403479024467
acct_00934,2023-04-23,starter,Manufacturing,8,0,0.5175112751303481
acct_00935,2023-11-14,starter,Logistics,5,0,0.5234904074855876
acct_00936,2023-01-23,starter,Education,5,0,0.6430908771041141
acct_00937,2023-04-28,enterprise,Healthcare,286,1,0.7415573258634066
acct_00938,2023-07-31,starter,Manufacturing,4,0,0.5102580998703228
acct_00939,2024-02-22,growth,SaaS,36,1,0.46968486831406353
acct_00940,2023-04-23,starter,Healthcare,8,0,0.6920190248507755
acct_00941,2023-02-13,growth,Retail,76,0,0.5951244160413466
acct_00942,2023-05-08,growth,Manufacturing,46,1,0.7245747200978928
acct_00943,2023-06-07,growth,SaaS,17,1,0.46413041799432786
acct_00944,2024-01-29,starter,Retail,14,0,0.3330841611864854
acct_00945,2024-05-26,starter,Healthcare,19,0,0.5200493877260498
acct_00946,2023-02-14,starter,Logistics,7,0,0.4850471086102476
acct_00947,2023-04-18,enterprise,Retail,239,1,0.588181739987955
acct_00948,2023-08-07,enterprise,FinTech,100,1,0.5044732178594415
acct_00949,2024-03-18,growth,Logistics,55,0,0.7111525427004673
acct_00950,2023-11-11,growth,Logistics,36,1,0.5567774606366226
acct_00951,2023-06-26,growth,Healthcare,59,1,0.6225711748160851
acct_00952,2023-08-16,starter,Healthcare,19,0,0.6236451837661415
acct_00953,2023-09-24,enterprise,SaaS,69,1,0.629243263861828
acct_00954,2024-01-14,starter,SaaS,15,0,0.596380633431754
acct_00955,2024-05-03,starter,FinTech,19,0,0.676590103561547
acct_00956,2023-10-17,starter,Logistics,6,0,0.48065172992612887
acct_00957,2023-12-23,starter,Education,3,0,0.8099126889980824
acct_00958,2023-07-23,starter,FinTech,3,0,0.5645193924947197
acct_00959,2023-08-01,growth,FinTech,27,0,0.4032676293151978
acct_00960,2023-11-19,starter,Education,10,0,0.6282110035487659
acct_00961,2023-06-30,growth,Education,37,0,0.4723229276328772
acct_00962,2024-05-13,starter,Education,10,0,0.6998001801763313
acct_00963,2023-11-16,starter,Healthcare,17,0,0.9314408364063567
acct_00964,2023-03-24,starter,FinTech,15,0,0.4820141862663225
acct_00965,2023-10-30,starter,FinTech,9,0,0.6498558499835977
acct_00966,2023-09-19,growth,Retail,42,1,0.33667416169430586
acct_00967,2023-07-19,starter,Education,18,0,0.668085784416202
acct_00968,2023-08-28,growth,Education,16,1,0.4671429300300465
acct_00969,2023-10-22,starter,SaaS,19,0,0.5062748072348277
acct_00970,2024-05-26,growth,SaaS,44,1,0.4348070265240258
acct_00971,2024-01-31,enterprise,Logistics,145,1,0.7098226839082102
acct_00972,2023-05-18,growth,SaaS,27,1,0.7510956536209894
acct_00973,2023-05-09,starter,Manufacturing,18,0,0.6035077821987761
acct_00974,2023-02-18,starter,Logistics,19,0,0.470335994199642
acct_00975,2023-10-20,starter,Education,10,0,0.8384284554155793
acct_00976,2023-11-07,growth,Retail,29,1,0.4874384808368015
acct_00977,2023-08-22,starter,SaaS,12,0,0.27569515501088415
acct_00978,2023-07-28,starter,Retail,14,0,0.6687583514935602
acct_00979,2023-04-04,growth,SaaS,67,0,0.43428379895377245
acct_00980,2023-11-23,starter,SaaS,3,0,0.7482913190248762
acct_00981,2023-08-13,growth,Retail,71,0,0.5428293454989872
acct_00982,2023-01-11,starter,FinTech,17,0,0.6905569860816294
acct_00983,2023-11-25,starter,FinTech,3,0,0.8102250519828237
acct_00984,2023-01-12,growth,FinTech,54,0,0.4186711703068917
acct_00985,2023-02-04,starter,Manufacturing,4,0,0.5151094303661392
acct_00986,2024-03-22,growth,FinTech,23,0,0.5886493391014405
acct_00987,2024-03-27,starter,SaaS,14,0,0.8306326978551515
acct_00988,2023-08-08,starter,Education,3,0,0.5012425923089332
acct_00989,2024-03-16,growth,Healthcare,71,0,0.510824445607649
acct_00990,2023-08-17,growth,Retail,41,0,0.6717210863333712
acct_00991,2023-12-10,growth,Education,77,1,0.5134156911434143
acct_00992,2023-03-21,starter,Healthcare,12,0,0.6228788824346425
acct_00993,2023-12-19,growth,Education,76,0,0.36726938685478094
acct_00994,2024-01-31,starter,Manufacturing,9,0,0.9321494913834895
acct_00995,2023-10-17,starter,Healthcare,13,0,0.3978436154535895
acct_00996,2024-03-30,enterprise,Logistics,144,1,0.5517370944014688
acct_00997,2023-05-08,starter,FinTech,19,0,0.5951278446236857
acct_00998,2023-12-25,enterprise,Manufacturing,274,1,0.8869032201535193
acct_00999,2023-11-09,starter,Education,10,0,0.401273132860089
acct_01000,2023-03-16,starter,SaaS,6,0,0.8975556203218127
acct_01001,2023-07-15,starter,FinTech,8,0,0.7135765231653034
acct_01002,2023-01-29,enterprise,FinTech,214,1,0.6625642986634869
acct_01003,2023-01-16,growth,Healthcare,78,0,0.45230494694730666
acct_01004,2024-02-27,growth,Logistics,63,0,0.685671186305711
acct_01005,2024-02-09,growth,FinTech,25,0,0.49147700663703
acct_01006,2023-03-18,growth,Education,35,1,0.7899991879797619
acct_01007,2023-08-17,growth,Education,77,0,0.45434069563384005
acct_01008,2023-10-24,starter,Retail,9,0,0.5830262258315874
acct_01009,2024-05-24,starter,Retail,19,0,0.5167090367980243
acct_01010,2023-11-22,starter,FinTech,8,0,0.4518715556359508
acct_01011,2023-12-29,enterprise,Healthcare,196,1,0.7111979725361871
acct_01012,2023-12-25,enterprise,Healthcare,233,1,0.680318812111445
acct_01013,2023-11-20,starter,SaaS,8,0,0.7813515298351495
acct_01014,2023-11-22,growth,Manufacturing,42,1,0.3330187337687749
acct_01015,2023-06-14,enterprise,Manufacturing,168,1,0.7596256053511565
acct_01016,2024-03-30,starter,Manufacturing,7,0,0.95
acct_01017,2023-06-02,growth,Logistics,63,0,0.5322538366234579
acct_01018,2023-05-07,enterprise,Healthcare,107,1,0.8842722918163455
acct_01019,2023-07-12,starter,SaaS,15,0,0.560525809191026
acct_01020,2023-01-10,growth,Retail,66,1,0.39413853936580395
acct_01021,2023-04-02,starter,Education,19,0,0.5541551336389806
acct_01022,2023-05-19,enterprise,Manufacturing,154,1,0.7572305951512913
acct_01023,2024-04-25,enterprise,Retail,277,1,0.4742735276502703
acct_01024,2024-03-24,enterprise,Retail,296,1,0.509949201149027
acct_01025,2023-11-29,starter,FinTech,16,0,0.6890309148439786
acct_01026,2023-12-06,enterprise,Logistics,132,1,0.6004590175107859
acct_01027,2023-02-21,growth,SaaS,72,0,0.687693442873011
acct_01028,2024-04-10,starter,Logistics,16,0,0.6356744311137503
acct_01029,2024-04-19,growth,FinTech,70,0,0.671943797932736
acct_01030,2024-02-05,starter,SaaS,3,0,0.5351548221285688
acct_01031,2024-03-14,growth,SaaS,56,0,0.6347596413045589
acct_01032,2024-05-23,starter,Healthcare,10,0,0.46089404914560994
acct_01033,2023-06-02,starter,Logistics,3,0,0.7932650433755083
acct_01034,2024-05-28,starter,Logistics,14,0,0.504858792477403
acct_01035,2024-05-17,growth,Healthcare,18,0,0.7693271231324084
acct_01036,2023-01-06,starter,Retail,7,0,0.5649589558525702
acct_01037,2024-05-14,growth,FinTech,30,1,0.6302998516135981
acct_01038,2023-04-28,starter,Logistics,16,0,0.5257553173663949
acct_01039,2024-04-29,starter,Healthcare,15,0,0.44760068532479563
acct_01040,2024-04-12,starter,Education,4,0,0.33828594185920474
acct_01041,2023-06-10,growth,SaaS,38,0,0.44170137621113104
acct_01042,2023-09-27,starter,Manufacturing,12,0,0.5514136720176117
acct_01043,2023-02-25,growth,Education,40,1,0.6317818768243326
acct_01044,2023-08-16,enterprise,Healthcare,153,1,0.7515568969924895
acct_01045,2023-05-29,growth,Manufacturing,24,0,0.5331363810304727
acct_01046,2023-02-15,starter,Retail,7,0,0.46770588535992386
acct_01047,2023-05-24,starter,FinTech,5,0,0.38359278209959313
acct_01048,2023-12-06,enterprise,Manufacturing,235,1,0.6720095426856155
acct_01049,2024-02-17,starter,Retail,18,0,0.8074791772994014
acct_01050,2023-12-10,enterprise,Manufacturing,162,1,0.7899495401934433
acct_01051,2024-01-22,starter,SaaS,17,0,0.7064899122220856
acct_01052,2024-04-17,enterprise,SaaS,212,1,0.6957814975901399
acct_01053,2023-10-02,growth,SaaS,67,0,0.8546435669564011
acct_01054,2023-12-19,enterprise,SaaS,224,1,0.6498122192125215
acct_01055,2023-03-07,starter,Healthcare,4,0,0.6969194514036257
acct_01056,2023-03-20,growth,SaaS,64,1,0.5518824207222002
acct_01057,2023-07-21,starter,Education,6,0,0.39569349437178636
acct_01058,2023-04-23,starter,SaaS,18,0,0.49742266492506354
acct_01059,2023-04-01,growth,Education,69,0,0.5986261442198016
acct_01060,2023-05-21,enterprise,Healthcare,295,1,0.6091178058751954
acct_01061,2023-10-16,enterprise,SaaS,138,1,0.8889428782283089
acct_01062,2024-02-15,growth,Retail,44,1,0.6121915751386603
acct_01063,2024-01-12,starter,Retail,19,0,0.7768265166038465
acct_01064,2024-01-19,starter,Logistics,1,0,0.5347384137635526
acct_01065,2023-06-01,growth,Retail,52,1,0.5532486171352149
acct_01066,2023-11-15,starter,FinTech,16,0,0.40064885441648274
acct_01067,2024-01-04,starter,FinTech,17,0,0.4886507980685142
acct_01068,2024-04-06,starter,FinTech,16,0,0.6790472087045629
acct_01069,2023-01-12,starter,Healthcare,7,0,0.60113402705912
acct_01070,2023-06-05,starter,Retail,8,0,0.741440792984585
acct_01071,2024-04-21,starter,Education,19,0,0.6271880922517575
acct_01072,2024-02-05,starter,FinTech,13,0,0.5471319402543388
acct_01073,2023-06-26,starter,Logistics,18,0,0.9222445295680438
acct_01074,2023-12-07,enterprise,Healthcare,157,1,0.5859144646930429
acct_01075,2023-02-26,starter,Logistics,15,0,0.7744501454557956
acct_01076,2024-03-23,starter,Retail,6,0,0.5398186190182983
acct_01077,2023-07-22,growth,SaaS,32,0,0.7064399219075349
acct_01078,2023-07-21,starter,Logistics,5,0,0.739202348872753
acct_01079,2023-11-26,enterprise,SaaS,263,1,0.6312737955863371
acct_01080,2023-12-29,growth,Healthcare,37,1,0.24682756159550967
acct_01081,2024-03-29,starter,Logistics,10,0,0.6027378691284169
acct_01082,2023-12-22,starter,Logistics,12,0,0.7845690071639962
acct_01083,2023-08-04,enterprise,Manufacturing,138,1,0.6791221249541596
acct_01084,2023-01-23,enterprise,Healthcare,229,1,0.666875831284387
acct_01085,2023-06-04,starter,Healthcare,19,0,0.34166145990637214
acct_01086,2023-07-05,growth,FinTech,75,1,0.49193173939874113
acct_01087,2023-09-06,starter,Retail,15,0,0.6617036446727158
acct_01088,2023-05-14,enterprise,Logistics,230,1,0.6615574915180338
acct_01089,2023-11-17,starter,Logistics,7,0,0.7822000170199354
acct_01090,2024-01-25,enterprise,Education,105,1,0.5782699867280858
acct_01091,2024-03-09,growth,Healthcare,73,1,0.6608736130010722
acct_01092,2023-01-22,growth,Healthcare,73,1,0.6024561362896941
acct_01093,2023-05-05,starter,Retail,3,0,0.4519585895247664
acct_01094,2023-03-20,starter,Healthcare,9,0,0.26163130033578785
acct_01095,2023-02-20,starter,SaaS,13,0,0.6646514538195115
acct_01096,2023-06-25,starter,SaaS,14,0,0.6260920812619217
acct_01097,2023-09-10,starter,Manufacturing,14,0,0.5072737436849747
acct_01098,2023-09-03,growth,SaaS,53,0,0.35712404152262023
acct_01099,2023-04-16,starter,SaaS,10,0,0.6944609271613107
acct_01100,2023-07-12,starter,Retail,11,0,0.5601119888706672
acct_01101,2023-11-12,enterprise,Logistics,152,1,0.6835312083552219
acct_01102,2023-10-29,enterprise,SaaS,272,1,0.8796072795617638
acct_01103,2023-09-25,enterprise,Manufacturing,235,1,0.2787853679520443
acct_01104,2023-06-19,enterprise,Healthcare,262,1,0.4950598786946454
acct_01105,2024-03-30,starter,SaaS,17,0,0.5685936580032129
acct_01106,2023-10-19,starter,Manufacturing,4,0,0.8182239261219976
acct_01107,2023-05-21,growth,Retail,45,0,0.35453954711902724
acct_01108,2023-05-26,growth,Education,15,0,0.8903791538520907
acct_01109,2024-02-29,starter,Education,10,0,0.6203783852349436
acct_01110,2023-11-10,growth,Education,15,0,0.5855999007399213
acct_01111,2023-07-03,starter,Healthcare,12,0,0.570291035517164
acct_01112,2023-05-08,starter,Manufacturing,12,0,0.5345605451729957
acct_01113,2023-10-14,starter,SaaS,13,0,0.7572175138903732
acct_01114,2023-09-10,growth,Logistics,36,0,0.43972188688763414
acct_01115,2024-01-21,growth,Healthcare,22,0,0.651812127246578
acct_01116,2023-08-18,starter,Healthcare,19,0,0.5423727501439537
acct_01117,2023-09-28,enterprise,Education,66,1,0.48567998272288526
acct_01118,2024-02-19,starter,Logistics,15,0,0.95
acct_01119,2023-07-17,starter,Education,19,0,0.662857610213019
acct_01120,2023-11-19,enterprise,Healthcare,215,1,0.6919898316991715
acct_01121,2023-02-25,enterprise,SaaS,130,1,0.7706665171002993
acct_01122,2023-07-22,enterprise,Education,289,1,0.3867975082022179
acct_01123,2023-05-18,growth,Education,59,1,0.8628437863683047
acct_01124,2024-02-26,growth,Education,28,0,0.22365642322573864
acct_01125,2023-02-26,growth,Healthcare,75,1,0.4846850384942219
acct_01126,2023-03-12,starter,SaaS,15,0,0.531145249023165
acct_01127,2024-01-07,starter,Logistics,19,0,0.6872585047455758
acct_01128,2024-05-28,starter,FinTech,5,0,0.6328077399212231
acct_01129,2023-03-25,starter,Logistics,8,0,0.574977788895241
acct_01130,2023-02-12,growth,SaaS,72,1,0.5982003983058414
acct_01131,2023-05-13,starter,Retail,4,0,0.45329654647161477
acct_01132,2024-01-30,starter,Education,17,0,0.37541514082737404
acct_01133,2023-03-06,starter,Logistics,7,0,0.708976743350409
acct_01134,2023-10-17,growth,Retail,34,0,0.7040559168804278
acct_01135,2024-01-11,starter,Retail,6,0,0.8376741562735588
acct_01136,2024-04-11,enterprise,SaaS,66,1,0.4814974354777188
acct_01137,2023-08-01,starter,SaaS,16,0,0.7039222815451384
acct_01138,2023-05-28,starter,Education,16,0,0.5574439907452902
acct_01139,2024-04-15,growth,FinTech,27,0,0.7785712477790223
acct_01140,2023-05-29,growth,Manufacturing,58,0,0.7532944165017212
acct_01141,2023-03-29,starter,Healthcare,13,0,0.6316814098836685
acct_01142,2023-11-20,growth,Logistics,49,0,0.549070476500102
acct_01143,2024-01-31,growth,SaaS,33,0,0.7441398267912391
acct_01144,2024-02-08,starter,Logistics,5,0,0.6970356784884848
acct_01145,2023-03-23,enterprise,Manufacturing,209,1,0.49733393968707257
acct_01146,2023-10-13,growth,Manufacturing,62,0,0.40083019897808536
acct_01147,2024-01-17,growth,Education,38,1,0.5567200648977305
acct_01148,2023-09-27,enterprise,Retail,194,1,0.8273120723022314
acct_01149,2023-10-19,enterprise,Education,120,1,0.7719730738099557
acct_01150,2024-03-28,growth,Healthcare,64,0,0.4331508795494129
acct_01151,2023-01-24,growth,FinTech,46,1,0.42483638761501186
acct_01152,2023-11-07,growth,Logistics,72,1,0.7912025774519229
acct_01153,2024-04-05,growth,Healthcare,51,0,0.4296546142863256
acct_01154,2023-07-27,growth,FinTech,54,0,0.6763942985463012
acct_01155,2024-03-13,growth,Logistics,30,0,0.5075893176995514
acct_01156,2023-12-02,starter,Healthcare,15,0,0.8425567386782523
acct_01157,2024-02-26,enterprise,SaaS,139,1,0.48443628012931816
acct_01158,2023-11-17,enterprise,Logistics,77,1,0.7715042295308742
acct_01159,2024-05-11,starter,Healthcare,15,0,0.6277287981090547
acct_01160,2023-06-12,growth,Manufacturing,45,0,0.637829228135143
acct_01161,2023-06-14,starter,FinTech,10,0,0.30445371279728983
acct_01162,2023-10-22,starter,Healthcare,17,0,0.2695629970191422
acct_01163,2023-02-11,growth,SaaS,57,0,0.5669151089599029
acct_01164,2023-10-12,starter,Education,9,0,0.6370359095124918
acct_01165,2024-01-22,growth,Logistics,59,1,0.4312203258393415
acct_01166,2023-05-18,growth,Logistics,71,0,0.4366959884285486
acct_01167,2023-07-06,starter,Logistics,12,0,0.6842208944739199
acct_01168,2024-03-06,starter,SaaS,8,0,0.6844281720685695
acct_01169,2024-02-20,starter,FinTech,7,0,0.5793388409418109
acct_01170,2024-03-01,growth,Logistics,53,1,0.7170302581779112
acct_01171,2024-02-20,enterprise,FinTech,219,1,0.423869655641978
acct_01172,2023-01-26,growth,Healthcare,59,1,0.5466097624369544
acct_01173,2024-01-06,starter,Manufacturing,8,0,0.847181640867551
acct_01174,2024-01-20,growth,Manufacturing,70,1,0.6102483194909726
acct_01175,2023-02-25,starter,FinTech,16,0,0.6189468771880499
acct_01176,2023-09-10,growth,FinTech,18,1,0.9458919878951609
acct_01177,2023-04-16,starter,Manufacturing,8,0,0.39009867512268437
acct_01178,2023-05-10,growth,Logistics,46,0,0.7194645549963166
acct_01179,2024-01-11,starter,Retail,17,0,0.849597941971215
acct_01180,2023-11-04,enterprise,Retail,217,1,0.5512713110252181
acct_01181,2023-04-01,starter,SaaS,11,0,0.7289446180282269
acct_01182,2024-01-28,growth,Education,20,0,0.45269707541836424
acct_01183,2023-04-20,enterprise,Manufacturing,172,1,0.4969901406648972
acct_01184,2023-12-06,starter,Manufacturing,5,0,0.6577449624071451
acct_01185,2023-12-22,enterprise,SaaS,155,1,0.7197850009665885
acct_01186,2023-06-17,growth,Retail,25,1,0.7681404768609368
acct_01187,2024-03-27,starter,Healthcare,6,0,0.8354442880409239
acct_01188,2023-04-15,starter,Logistics,6,0,0.5898830162167227
acct_01189,2023-05-30,growth,Logistics,52,0,0.7790417632758881
acct_01190,2023-05-26,starter,Healthcare,8,0,0.5486542734826276
acct_01191,2023-10-26,growth,Healthcare,49,1,0.7353136967382402
acct_01192,2023-06-16,starter,Retail,18,0,0.6311233196778272
acct_01193,2023-02-17,growth,SaaS,25,0,0.6668516860622886
acct_01194,2023-08-27,starter,Healthcare,11,0,0.6635261811033056
acct_01195,2023-01-07,enterprise,SaaS,52,1,0.35929424853032815
acct_01196,2024-04-08,enterprise,Education,186,1,0.431381721170884
acct_01197,2024-03-28,enterprise,FinTech,109,1,0.6153812159726283
acct_01198,2024-01-06,growth,Logistics,28,1,0.3469081380538247
acct_01199,2024-05-01,starter,Retail,19,0,0.7246816654799634
acct_01200,2023-07-30,growth,Logistics,37,0,0.7307333949432213
acct_01201,2023-06-14,starter,Retail,17,0,0.6490755829316686
acct_01202,2023-05-05,starter,FinTech,7,0,0.43182989808631167
acct_01203,2023-12-03,starter,Logistics,17,0,0.8070208408302773
acct_01204,2023-07-11,starter,FinTech,4,0,0.9055815959577536
acct_01205,2023-08-02,growth,Retail,39,1,0.6220615241168961
acct_01206,2023-11-24,growth,Healthcare,72,0,0.6765803067676854
acct_01207,2024-01-16,starter,Education,11,0,0.6302607982194066
acct_01208,2023-08-27,starter,Logistics,16,0,0.6795553783498198
acct_01209,2023-03-23,enterprise,FinTech,148,1,0.5820661865060406
acct_01210,2023-12-29,starter,Manufacturing,18,0,0.5948153640234295
acct_01211,2024-05-19,starter,Logistics,4,0,0.7358576400746047
acct_01212,2023-07-21,starter,Logistics,12,0,0.95
acct_01213,2024-05-18,growth,Logistics,21,1,0.3899893148397392
acct_01214,2023-02-06,growth,SaaS,59,0,0.584428127339555
acct_01215,2024-02-06,starter,FinTech,19,0,0.42293092721518766
acct_01216,2023-06-25,starter,FinTech,4,0,0.8388037347864125
acct_01217,2024-04-11,growth,Logistics,56,1,0.5118393046020152
acct_01218,2023-07-20,growth,Healthcare,30,1,0.38351988093213085
acct_01219,2024-01-29,starter,Logistics,5,0,0.695728049827286
acct_01220,2023-02-11,enterprise,SaaS,294,1,0.8616466672114667
acct_01221,2024-01-28,starter,Retail,18,0,0.6995396802841144
acct_01222,2024-03-16,starter,SaaS,8,0,0.6307196815922875
acct_01223,2024-05-20,enterprise,Healthcare,234,1,0.661371138416399
acct_01224,2023-11-16,starter,Logistics,14,0,0.8122260994238332
acct_01225,2023-08-03,growth,FinTech,61,0,0.4688701094978775
