user_id,account_id,intervention_id,treatment_flag,outcome_observed_flag,collab_activated_flag,login_days_l7,login_days_30d,core_actions_30d,collab_actions_30d,time_spent_30d,feature_diversity_avg_30d,days_observed_30d,days_since_last_active,plan_tier,role_type
user_0013330,acct_01127,intv_0005927,0,1,0.0,2,11.0,63.0,2,371.0,1.0909090909090908,11,2,starter,basic
user_0013332,acct_01127,intv_0005928,0,1,1.0,2,7.0,34.0,0,203.0,1.0,7,2,starter,basic
user_0013334,acct_01128,intv_0005929,0,1,0.0,3,8.0,39.0,3,225.0,1.125,8,3,starter,basic
user_0013335,acct_01128,intv_0005930,0,1,0.0,2,9.0,46.0,0,243.0,1.1111111111111112,9,3,starter,basic
user_0013337,acct_01128,intv_0005931,1,0,,3,8.0,36.0,2,209.0,1.125,8,1,starter,basic
user_0013339,acct_01128,intv_0005932,0,0,,2,12.0,65.0,1,363.0,1.0833333333333333,12,2,starter,basic
user_0013346,acct_01128,intv_0005933,0,1,0.0,2,12.0,59.0,1,347.0,1.1666666666666667,12,3,starter,basic
user_0013348,acct_01128,intv_0005934,0,1,1.0,2,15.0,85.0,1,513.0,1.1333333333333333,15,2,starter,basic
user_0013349,acct_01128,intv_0005935,0,0,,2,8.0,44.0,4,242.0,1.0,8,3,starter,basic
user_0013350,acct_01128,intv_0005936,1,1,0.0,2,8.0,33.0,3,196.0,1.0,8,3,starter,basic
user_0013352,acct_01129,intv_0005937,0,1,0.0,2,8.0,31.0,1,179.0,1.0,8,3,starter,basic
user_0013353,acct_01129,intv_0005938,0,1,0.0,2,7.0,35.0,3,199.0,1.1428571428571428,7,2,starter,basic
user_0013356,acct_01129,intv_0005939,0,1,0.0,1,6.0,28.0,4,174.0,1.0,6,3,starter,basic
user_0013359,acct_01129,intv_0005940,0,0,,2,7.0,38.0,0,221.0,1.1428571428571428,7,1,starter,basic
user_0013360,acct_01129,intv_0005941,0,1,0.0,4,11.0,56.0,10,351.0,1.0909090909090908,11,1,starter,basic
user_0013361,acct_01129,intv_0005942,1,1,0.0,2,12.0,46.0,4,279.0,1.0,12,2,starter,basic
user_0013363,acct_01129,intv_0005943,1,1,0.0,2,7.0,39.0,0,249.0,1.0,7,1,starter,basic
user_0013364,acct_01129,intv_0005944,1,1,0.0,7,29.0,1580.0,0,6533.0,1.0344827586206897,29,1,starter,basic
user_0013365,acct_01129,intv_0005945,0,1,0.0,3,9.0,39.0,1,195.0,1.1111111111111112,9,2,starter,basic
user_0013366,acct_01130,intv_0005946,1,1,0.0,4,26.0,1550.0,0,5853.0,1.1153846153846154,26,3,growth,basic
user_0013368,acct_01130,intv_0005947,0,1,0.0,2,8.0,38.0,3,262.0,1.0,8,2,growth,basic
user_0013371,acct_01130,intv_0005948,0,1,0.0,5,14.0,73.0,5,432.0,1.0,14,3,growth,basic
user_0013377,acct_01130,intv_0005949,1,1,0.0,2,7.0,35.0,2,214.0,1.1428571428571428,7,1,growth,basic
user_0013378,acct_01130,intv_0005950,0,0,,4,10.0,50.0,0,314.0,1.0,10,3,growth,basic
user_0013380,acct_01130,intv_0005951,1,1,0.0,2,10.0,53.0,2,307.0,1.1,10,2,growth,basic
user_0013381,acct_01130,intv_0005952,1,1,1.0,2,6.0,34.0,1,176.0,1.0,6,1,growth,basic
user_0013385,acct_01130,intv_0005953,1,1,0.0,1,8.0,38.0,4,237.0,1.125,8,1,growth,basic
user_0013386,acct_01131,intv_0005954,0,1,0.0,6,29.0,1775.0,0,7013.0,1.0689655172413792,29,2,starter,admin
user_0013387,acct_01131,intv_0005955,0,1,0.0,3,12.0,55.0,2,320.0,1.0,12,1,starter,basic
user_0013388,acct_01131,intv_0005956,1,1,0.0,6,28.0,1608.0,0,6567.0,1.1785714285714286,28,2,starter,basic
user_0013389,acct_01131,intv_0005957,0,1,0.0,3,10.0,55.0,3,315.0,1.0,10,3,starter,basic
user_0013391,acct_01132,intv_0005958,0,0,,2,7.0,37.0,5,218.0,1.1428571428571428,7,3,starter,basic
user_0013393,acct_01132,intv_0005959,0,1,0.0,3,11.0,65.0,2,335.0,1.0,11,2,starter,basic
user_0013397,acct_01132,intv_0005960,0,1,0.0,3,6.0,35.0,0,203.0,1.1666666666666667,6,2,starter,basic
user_0013406,acct_01133,intv_0005961,1,1,0.0,3,13.0,59.0,1,341.0,1.0,13,3,starter,basic
user_0013408,acct_01133,intv_0005962,1,1,1.0,2,6.0,28.0,3,153.0,1.1666666666666667,6,1,starter,basic
user_0013412,acct_01135,intv_0005963,0,1,0.0,1,7.0,42.0,1,226.0,1.0,7,3,starter,basic
user_0013414,acct_01135,intv_0005964,1,1,0.0,2,6.0,28.0,0,173.0,1.0,6,3,starter,basic
user_0013417,acct_01135,intv_0005965,0,1,0.0,3,8.0,36.0,3,195.0,1.0,8,1,starter,basic
user_0013422,acct_01135,intv_0005966,1,1,0.0,1,7.0,39.0,3,245.0,1.0,7,2,starter,basic
user_0013425,acct_01135,intv_0005967,0,1,0.0,6,28.0,1607.0,0,5968.0,1.1785714285714286,28,2,starter,power_user
user_0013427,acct_01136,intv_0005968,1,1,0.0,3,9.0,48.0,2,293.0,1.1111111111111112,9,3,enterprise,basic
user_0013430,acct_01136,intv_0005969,0,1,0.0,4,6.0,33.0,3,204.0,1.0,6,1,enterprise,basic
user_0013432,acct_01136,intv_0005970,1,1,0.0,4,5.0,34.0,4,208.0,1.2,5,2,enterprise,basic
user_0013433,acct_01136,intv_0005971,0,1,0.0,3,14.0,77.0,6,436.0,1.0,14,2,enterprise,basic
user_0013439,acct_01137,intv_0005972,1,1,0.0,4,14.0,65.0,6,389.0,1.0,14,1,starter,basic
user_0013440,acct_01137,intv_0005973,0,1,0.0,3,8.0,33.0,4,201.0,1.0,8,2,starter,basic
user_0013441,acct_01137,intv_0005974,0,1,0.0,2,10.0,48.0,3,296.0,1.2,10,3,starter,basic
user_0013442,acct_01137,intv_0005975,0,1,0.0,3,8.0,46.0,0,267.0,1.0,8,1,starter,basic
user_0013443,acct_01137,intv_0005976,0,1,0.0,2,10.0,48.0,3,288.0,1.1,10,3,starter,basic
user_0013446,acct_01138,intv_0005977,0,1,0.0,5,13.0,61.0,4,367.0,1.0769230769230769,13,3,starter,basic
user_0013449,acct_01138,intv_0005978,1,1,1.0,3,10.0,57.0,1,310.0,1.0,10,3,starter,basic
user_0013451,acct_01138,intv_0005979,0,1,0.0,3,9.0,38.0,7,235.0,1.1111111111111112,9,1,starter,basic
user_0013454,acct_01139,intv_0005980,0,0,,3,8.0,35.0,8,216.0,1.125,8,2,growth,basic
user_0013460,acct_01140,intv_0005981,0,1,0.0,5,26.0,1608.0,0,6627.0,1.0769230769230769,26,3,growth,basic
user_0013461,acct_01141,intv_0005982,0,1,0.0,2,7.0,31.0,0,178.0,1.0,7,2,starter,basic
user_0013462,acct_01141,intv_0005983,1,1,0.0,4,10.0,47.0,2,279.0,1.1,10,1,starter,basic
user_0013469,acct_01141,intv_0005984,0,1,0.0,2,9.0,37.0,4,215.0,1.1111111111111112,9,2,starter,basic
user_0013470,acct_01141,intv_0005985,1,1,0.0,5,28.0,1688.0,0,7140.0,1.0714285714285714,28,3,starter,power_user
user_0013471,acct_01141,intv_0005986,1,1,0.0,3,11.0,48.0,2,267.0,1.0,11,2,starter,basic
user_0013472,acct_01141,intv_0005987,0,1,0.0,2,9.0,55.0,4,292.0,1.0,9,3,starter,basic
user_0013474,acct_01141,intv_0005988,0,1,0.0,2,8.0,40.0,1,255.0,1.125,8,3,starter,basic
user_0013477,acct_01141,intv_0005989,0,1,1.0,2,7.0,42.0,5,246.0,1.1428571428571428,7,2,starter,basic
user_0013480,acct_01141,intv_0005990,1,1,0.0,3,9.0,54.0,1,318.0,1.1111111111111112,9,1,starter,basic
user_0013484,acct_01141,intv_0005991,0,1,1.0,3,8.0,36.0,3,201.0,1.0,8,1,starter,basic
user_0013485,acct_01142,intv_0005992,1,1,0.0,2,9.0,42.0,7,238.0,1.0,9,3,growth,basic
user_0013486,acct_01142,intv_0005993,0,1,0.0,2,7.0,26.0,0,180.0,1.0,7,2,growth,basic
user_0013487,acct_01142,intv_0005994,1,1,0.0,3,11.0,53.0,5,322.0,1.0,11,2,growth,basic
user_0013489,acct_01142,intv_0005995,0,1,0.0,3,10.0,52.0,1,329.0,1.0,10,3,growth,basic
user_0013491,acct_01142,intv_0005996,0,1,0.0,3,7.0,47.0,1,270.0,1.1428571428571428,7,1,growth,basic
user_0013493,acct_01142,intv_0005997,1,1,0.0,3,13.0,77.0,4,442.0,1.1538461538461537,13,1,growth,basic
user_0013496,acct_01142,intv_0005998,0,1,0.0,3,9.0,51.0,2,286.0,1.0,9,1,growth,basic
user_0013498,acct_01142,intv_0005999,1,1,0.0,3,10.0,40.0,0,247.0,1.0,10,1,growth,basic
user_0013501,acct_01142,intv_0006000,0,0,,1,8.0,41.0,8,267.0,1.0,8,3,growth,basic
user_0013506,acct_01142,intv_0006001,1,1,0.0,2,8.0,41.0,2,227.0,1.0,8,2,growth,basic
user_0013507,acct_01142,intv_0006002,0,1,0.0,2,9.0,48.0,1,268.0,1.2222222222222223,9,3,growth,basic
user_0013509,acct_01142,intv_0006003,0,1,0.0,1,7.0,36.0,2,222.0,1.0,7,3,growth,basic
user_0013510,acct_01142,intv_0006004,1,1,0.0,2,7.0,46.0,5,258.0,1.1428571428571428,7,2,growth,basic
user_0013512,acct_01142,intv_0006005,0,0,,3,10.0,55.0,2,318.0,1.0,10,2,growth,basic
user_0013513,acct_01142,intv_0006006,1,1,0.0,1,6.0,33.0,4,220.0,1.0,6,1,growth,basic
user_0013515,acct_01142,intv_0006007,0,1,0.0,5,28.0,1643.0,0,6814.0,1.0357142857142858,28,3,growth,basic
user_0013518,acct_01143,intv_0006008,1,1,1.0,1,8.0,36.0,0,204.0,1.0,8,3,growth,basic
user_0013528,acct_01143,intv_0006009,0,1,0.0,4,11.0,56.0,3,346.0,1.1818181818181819,11,1,growth,basic
user_0013530,acct_01144,intv_0006010,0,1,1.0,5,26.0,1579.0,0,5983.0,1.1538461538461537,26,3,starter,basic
user_0013531,acct_01144,intv_0006011,0,1,0.0,1,10.0,50.0,0,278.0,1.1,10,1,starter,basic
user_0013532,acct_01144,intv_0006012,0,1,0.0,3,8.0,45.0,1,284.0,1.125,8,1,starter,basic
user_0013535,acct_01144,intv_0006013,0,1,1.0,6,28.0,1662.0,0,6218.0,1.1428571428571428,28,2,starter,basic
user_0013537,acct_01144,intv_0006014,1,1,1.0,3,9.0,40.0,0,258.0,1.1111111111111112,9,1,starter,basic
user_0013538,acct_01144,intv_0006015,0,1,0.0,1,9.0,51.0,1,277.0,1.0,9,1,starter,basic
user_0013540,acct_01144,intv_0006016,1,1,0.0,7,27.0,1567.0,0,6507.0,1.1851851851851851,27,1,starter,admin
user_0013547,acct_01145,intv_0006017,0,1,0.0,3,10.0,42.0,4,245.0,1.1,10,1,enterprise,basic
user_0013550,acct_01145,intv_0006018,0,1,0.0,3,9.0,52.0,4,333.0,1.0,9,1,enterprise,basic
user_0013553,acct_01145,intv_0006019,0,1,1.0,6,27.0,1550.0,0,5901.0,1.0,27,2,enterprise,basic
user_0013556,acct_01145,intv_0006020,0,1,0.0,3,9.0,43.0,2,246.0,1.2222222222222223,9,3,enterprise,basic
user_0013557,acct_01145,intv_0006021,0,1,0.0,3,10.0,50.0,4,290.0,1.0,10,2,enterprise,basic
user_0013560,acct_01145,intv_0006022,0,1,0.0,2,11.0,57.0,7,304.0,1.0909090909090908,11,2,enterprise,basic
user_0013561,acct_01145,intv_0006023,0,1,0.0,4,9.0,41.0,0,246.0,1.0,9,3,enterprise,basic
user_0013562,acct_01145,intv_0006024,0,1,0.0,3,7.0,29.0,0,179.0,1.0,7,3,enterprise,basic
user_0013570,acct_01146,intv_0006025,1,1,1.0,1,7.0,32.0,1,198.0,1.0,7,3,growth,basic
user_0013571,acct_01146,intv_0006026,0,1,0.0,4,9.0,40.0,5,249.0,1.0,9,1,growth,basic
user_0013572,acct_01146,intv_0006027,1,1,0.0,6,28.0,1612.0,0,6686.0,1.1071428571428572,28,2,growth,power_user
user_0013576,acct_01146,intv_0006028,0,1,1.0,6,10.0,60.0,1,375.0,1.2,10,1,growth,basic
user_0013577,acct_01146,intv_0006029,0,1,1.0,2,8.0,31.0,2,175.0,1.0,8,3,growth,basic
user_0013580,acct_01146,intv_0006030,0,0,,2,10.0,47.0,5,285.0,1.0,10,2,growth,basic
user_0013581,acct_01146,intv_0006031,0,1,0.0,2,8.0,48.0,0,277.0,1.125,8,2,growth,basic
user_0013582,acct_01146,intv_0006032,1,1,1.0,2,9.0,37.0,5,245.0,1.1111111111111112,9,3,growth,basic
user_0013584,acct_01146,intv_0006033,1,1,0.0,4,16.0,69.0,13,413.0,1.125,16,1,growth,basic
user_0013586,acct_01146,intv_0006034,1,1,1.0,2,10.0,60.0,3,350.0,1.2,10,1,growth,basic
user_0013587,acct_01146,intv_0006035,0,1,0.0,1,9.0,44.0,2,287.0,1.1111111111111112,9,2,growth,basic
user_0013589,acct_01146,intv_0006036,0,1,0.0,6,17.0,106.0,4,592.0,1.0588235294117647,17,1,growth,basic
user_0013590,acct_01146,intv_0006037,0,1,0.0,4,8.0,42.0,3,260.0,1.125,8,2,growth,basic
user_0013595,acct_01146,intv_0006038,0,1,0.0,3,9.0,49.0,2,290.0,1.0,9,1,growth,basic
user_0013598,acct_01146,intv_0006039,1,1,1.0,4,16.0,76.0,5,448.0,1.0625,16,2,growth,basic
user_0013599,acct_01146,intv_0006040,0,1,0.0,4,11.0,52.0,5,328.0,1.1818181818181819,11,1,growth,basic
user_0013601,acct_01147,intv_0006041,0,0,,3,11.0,59.0,7,360.0,1.0909090909090908,11,2,growth,basic
user_0013602,acct_01147,intv_0006042,0,1,0.0,3,7.0,34.0,0,212.0,1.0,7,2,growth,basic
user_0013603,acct_01147,intv_0006043,1,1,0.0,2,12.0,63.0,7,380.0,1.0,12,1,growth,basic
user_0013604,acct_01147,intv_0006044,0,1,0.0,2,11.0,50.0,4,320.0,1.0909090909090908,11,2,growth,basic
user_0013607,acct_01147,intv_0006045,1,1,0.0,4,10.0,56.0,3,316.0,1.1,10,2,growth,basic
user_0013608,acct_01148,intv_0006046,0,1,0.0,3,12.0,64.0,0,352.0,1.0833333333333333,12,3,enterprise,basic
user_0013610,acct_01148,intv_0006047,1,1,0.0,3,8.0,39.0,3,207.0,1.125,8,2,enterprise,basic
user_0013612,acct_01148,intv_0006048,0,1,0.0,3,10.0,45.0,0,272.0,1.0,10,2,enterprise,basic
user_0013614,acct_01148,intv_0006049,1,1,1.0,3,11.0,54.0,2,310.0,1.1818181818181819,11,3,enterprise,basic
user_0013615,acct_01148,intv_0006050,1,1,0.0,7,29.0,1790.0,0,7006.0,1.1379310344827587,29,1,enterprise,admin
user_0013617,acct_01148,intv_0006051,0,1,1.0,3,9.0,51.0,4,274.0,1.0,9,2,enterprise,basic
user_0013619,acct_01148,intv_0006052,1,1,0.0,3,9.0,45.0,1,267.0,1.0,9,3,enterprise,basic
user_0013620,acct_01148,intv_0006053,0,1,1.0,6,28.0,1664.0,0,6777.0,1.1071428571428572,28,2,enterprise,basic
user_0013621,acct_01148,intv_0006054,1,1,0.0,6,28.0,1645.0,0,6211.0,1.1428571428571428,28,2,enterprise,power_user
user_0013622,acct_01148,intv_0006055,0,1,0.0,2,6.0,28.0,1,151.0,1.0,6,3,enterprise,basic
user_0013623,acct_01148,intv_0006056,1,1,1.0,4,12.0,84.0,4,464.0,1.0833333333333333,12,3,enterprise,basic
user_0013628,acct_01148,intv_0006057,0,1,0.0,4,12.0,84.0,1,473.0,1.0833333333333333,12,3,enterprise,basic
user_0013630,acct_01148,intv_0006058,0,0,,4,11.0,57.0,4,341.0,1.0909090909090908,11,2,enterprise,basic
user_0013636,acct_01148,intv_0006059,1,1,1.0,2,6.0,32.0,3,196.0,1.0,6,3,enterprise,basic
user_0013638,acct_01148,intv_0006060,1,1,1.0,4,12.0,66.0,7,388.0,1.0,12,1,enterprise,basic
user_0013639,acct_01148,intv_0006061,0,1,0.0,5,27.0,1613.0,0,6496.0,1.1111111111111112,27,3,enterprise,basic
user_0013645,acct_01148,intv_0006062,0,1,0.0,2,6.0,38.0,2,214.0,1.0,6,3,enterprise,basic
user_0013650,acct_01148,intv_0006063,0,1,0.0,3,10.0,55.0,3,320.0,1.2,10,1,enterprise,basic
user_0013658,acct_01150,intv_0006064,1,0,,1,10.0,54.0,4,316.0,1.2,10,1,growth,basic
user_0013663,acct_01150,intv_0006065,0,1,0.0,3,12.0,58.0,7,362.0,1.0833333333333333,12,1,growth,basic
user_0013664,acct_01151,intv_0006066,0,1,0.0,2,8.0,32.0,4,175.0,1.0,8,1,growth,basic
user_0013665,acct_01151,intv_0006067,0,1,0.0,2,8.0,37.0,4,223.0,1.125,8,2,growth,basic
user_0013666,acct_01151,intv_0006068,0,1,0.0,3,8.0,50.0,1,305.0,1.0,8,1,growth,basic
user_0013668,acct_01151,intv_0006069,1,1,1.0,1,7.0,36.0,3,204.0,1.1428571428571428,7,1,growth,basic
user_0013670,acct_01151,intv_0006070,0,1,0.0,2,9.0,43.0,3,244.0,1.1111111111111112,9,1,growth,basic
user_0013671,acct_01151,intv_0006071,0,1,0.0,3,5.0,34.0,1,196.0,1.0,5,2,growth,basic
user_0013672,acct_01151,intv_0006072,1,0,,4,12.0,61.0,5,326.0,1.0,12,2,growth,basic
user_0013679,acct_01152,intv_0006073,0,1,0.0,4,11.0,49.0,3,271.0,1.0909090909090908,11,2,growth,basic
user_0013680,acct_01152,intv_0006074,1,1,0.0,2,7.0,39.0,3,234.0,1.0,7,2,growth,basic
user_0013682,acct_01152,intv_0006075,0,0,,3,11.0,60.0,2,360.0,1.0909090909090908,11,3,growth,basic
user_0013685,acct_01152,intv_0006076,0,1,1.0,5,27.0,1579.0,0,6271.0,1.1111111111111112,27,2,growth,basic
user_0013688,acct_01152,intv_0006077,1,1,0.0,3,11.0,64.0,4,390.0,1.0909090909090908,11,2,growth,basic
user_0013689,acct_01152,intv_0006078,1,1,0.0,1,12.0,56.0,4,334.0,1.0,12,1,growth,basic
user_0013691,acct_01152,intv_0006079,0,1,0.0,1,7.0,36.0,2,211.0,1.1428571428571428,7,1,growth,basic
user_0013692,acct_01152,intv_0006080,0,1,0.0,3,11.0,54.0,4,293.0,1.1818181818181819,11,2,growth,basic
user_0013693,acct_01152,intv_0006081,0,1,0.0,3,8.0,33.0,4,209.0,1.0,8,1,growth,basic
user_0013694,acct_01153,intv_0006082,0,1,0.0,7,28.0,1600.0,0,6225.0,1.1071428571428572,28,1,growth,basic
user_0013696,acct_01153,intv_0006083,1,1,0.0,1,7.0,30.0,1,177.0,1.0,7,3,growth,basic
user_0013697,acct_01153,intv_0006084,1,1,0.0,2,11.0,57.0,3,293.0,1.0909090909090908,11,2,growth,basic
user_0013698,acct_01153,intv_0006085,1,1,1.0,5,12.0,70.0,5,408.0,1.1666666666666667,12,1,growth,basic
user_0013700,acct_01153,intv_0006086,0,1,0.0,2,9.0,35.0,1,224.0,1.0,9,3,growth,basic
user_0013702,acct_01153,intv_0006087,1,1,0.0,7,30.0,1786.0,0,7094.0,1.1333333333333333,30,1,growth,admin
user_0013703,acct_01153,intv_0006088,0,1,0.0,5,27.0,1623.0,0,6906.0,1.0740740740740742,27,3,growth,basic
user_0013704,acct_01153,intv_0006089,0,1,0.0,3,13.0,63.0,2,393.0,1.0769230769230769,13,2,growth,basic
user_0013711,acct_01153,intv_0006090,0,1,0.0,2,12.0,61.0,2,339.0,1.0833333333333333,12,2,growth,basic
user_0013712,acct_01153,intv_0006091,1,1,1.0,4,9.0,41.0,1,245.0,1.0,9,2,growth,basic
user_0013716,acct_01153,intv_0006092,1,1,0.0,4,12.0,52.0,6,329.0,1.0833333333333333,12,1,growth,basic
user_0013718,acct_01153,intv_0006093,1,1,1.0,7,30.0,1790.0,0,7292.82,1.1333333333333333,30,1,growth,basic
user_0013719,acct_01154,intv_0006094,1,1,0.0,1,7.0,34.0,2,210.0,1.1428571428571428,7,3,growth,basic
user_0013720,acct_01154,intv_0006095,0,1,0.0,3,10.0,53.0,1,280.0,1.1,10,2,growth,basic
user_0013721,acct_01154,intv_0006096,0,1,0.0,4,16.0,95.0,3,534.0,1.125,16,3,growth,basic
user_0013722,acct_01154,intv_0006097,1,1,0.0,3,6.0,38.0,1,229.0,1.1666666666666667,6,2,growth,basic
user_0013724,acct_01154,intv_0006098,0,1,0.0,3,12.0,51.0,3,320.0,1.1666666666666667,12,1,growth,basic
user_0013729,acct_01155,intv_0006099,0,1,1.0,6,29.0,1751.0,0,7029.0,1.103448275862069,29,2,growth,basic
user_0013730,acct_01155,intv_0006100,0,1,1.0,6,29.0,1721.0,0,7231.0,1.103448275862069,29,2,growth,basic
user_0013731,acct_01155,intv_0006101,0,1,0.0,3,11.0,61.0,6,333.0,1.0,11,1,growth,basic
user_0013733,acct_01155,intv_0006102,0,1,0.0,1,12.0,62.0,8,353.0,1.0,12,2,growth,basic
user_0013736,acct_01155,intv_0006103,0,1,0.0,3,11.0,50.0,0,313.0,1.1818181818181819,11,1,growth,basic
user_0013737,acct_01155,intv_0006104,1,1,1.0,5,26.0,1548.0,0,6210.0,1.0769230769230769,26,3,growth,power_user
user_0013739,acct_01155,intv_0006105,0,1,0.0,2,11.0,55.0,2,310.0,1.1818181818181819,11,2,growth,basic
user_0013741,acct_01155,intv_0006106,1,1,0.0,6,27.0,1640.0,0,6921.0,1.1481481481481481,27,2,growth,power_user
user_0013742,acct_01155,intv_0006107,0,1,0.0,3,13.0,70.0,1,416.0,1.1538461538461537,13,1,growth,basic
user_0013745,acct_01156,intv_0006108,1,1,0.0,4,12.0,57.0,3,344.0,1.0833333333333333,12,1,starter,basic
user_0013746,acct_01156,intv_0006109,1,1,1.0,6,28.0,1646.0,0,7031.0,1.1785714285714286,28,2,starter,power_user
user_0013755,acct_01157,intv_0006110,0,1,0.0,3,8.0,36.0,3,257.0,1.0,8,3,enterprise,basic
user_0013760,acct_01157,intv_0006111,1,1,0.0,2,11.0,51.0,1,295.0,1.1818181818181819,11,1,enterprise,basic
user_0013763,acct_01157,intv_0006112,0,1,1.0,7,30.0,1790.0,0,7211.0,1.0,30,1,enterprise,power_user
user_0013764,acct_01157,intv_0006113,1,1,0.0,2,10.0,40.0,1,228.0,1.0,10,2,enterprise,basic
user_0013765,acct_01157,intv_0006114,1,1,1.0,2,10.0,45.0,1,270.0,1.1,10,3,enterprise,basic
user_0013766,acct_01157,intv_0006115,0,1,0.0,2,11.0,52.0,2,307.0,1.1818181818181819,11,1,enterprise,basic
user_0013769,acct_01157,intv_0006116,0,1,0.0,4,10.0,47.0,7,283.0,1.2,10,1,enterprise,basic
user_0013770,acct_01157,intv_0006117,0,1,0.0,1,8.0,40.0,6,242.0,1.0,8,2,enterprise,basic
user_0013772,acct_01158,intv_0006118,0,1,0.0,3,8.0,35.0,5,212.0,1.125,8,2,enterprise,basic
user_0013773,acct_01158,intv_0006119,1,1,0.0,3,11.0,55.0,2,329.0,1.0909090909090908,11,2,enterprise,basic
user_0013775,acct_01158,intv_0006120,1,1,0.0,2,12.0,69.0,10,440.0,1.0833333333333333,12,3,enterprise,basic
user_0013777,acct_01159,intv_0006121,1,1,0.0,7,30.0,1729.0,0,6999.0,1.0,30,1,starter,basic
user_0013780,acct_01159,intv_0006122,0,1,1.0,1,10.0,61.0,5,345.0,1.1,10,2,starter,basic
user_0013781,acct_01160,intv_0006123,0,1,0.0,4,9.0,40.0,1,234.0,1.1111111111111112,9,1,growth,basic
user_0013784,acct_01160,intv_0006124,0,1,0.0,4,13.0,67.0,2,415.0,1.0769230769230769,13,1,growth,basic
user_0013785,acct_01160,intv_0006125,1,0,,7,30.0,1790.0,0,7292.82,1.0666666666666667,30,1,growth,power_user
user_0013786,acct_01160,intv_0006126,0,1,1.0,3,12.0,53.0,5,342.0,1.0833333333333333,12,1,growth,basic
user_0013787,acct_01160,intv_0006127,0,1,0.0,2,11.0,45.0,5,264.0,1.1818181818181819,11,3,growth,basic
user_0013789,acct_01160,intv_0006128,1,1,1.0,7,29.0,1779.0,0,7292.82,1.0689655172413792,29,1,growth,basic
user_0013790,acct_01160,intv_0006129,1,1,0.0,4,13.0,54.0,1,331.0,1.1538461538461537,13,2,growth,basic
user_0013792,acct_01160,intv_0006130,0,1,0.0,2,11.0,43.0,4,267.0,1.0,11,1,growth,basic
user_0013794,acct_01160,intv_0006131,0,1,0.0,5,28.0,1597.0,0,5958.0,1.1428571428571428,28,3,growth,basic
user_0013795,acct_01160,intv_0006132,1,1,0.0,1,11.0,46.0,2,293.0,1.0909090909090908,11,1,growth,basic
user_0013796,acct_01160,intv_0006133,0,1,0.0,2,10.0,60.0,2,378.0,1.0,10,2,growth,basic
user_0013797,acct_01160,intv_0006134,0,1,0.0,2,9.0,47.0,1,276.0,1.0,9,3,growth,basic
user_0013798,acct_01160,intv_0006135,1,1,0.0,1,6.0,27.0,0,151.0,1.0,6,3,growth,basic
user_0013799,acct_01160,intv_0006136,0,1,0.0,4,7.0,39.0,1,216.0,1.0,7,1,growth,basic
user_0013801,acct_01160,intv_0006137,0,1,0.0,2,12.0,54.0,5,335.0,1.0833333333333333,12,1,growth,basic
user_0013804,acct_01160,intv_0006138,0,1,0.0,1,6.0,32.0,3,177.0,1.0,6,1,growth,basic
user_0013807,acct_01160,intv_0006139,0,1,0.0,2,6.0,38.0,4,209.0,1.0,6,1,growth,basic
user_0013811,acct_01160,intv_0006140,1,1,1.0,5,28.0,1629.0,0,6695.0,1.0357142857142858,28,3,growth,basic
user_0013812,acct_01160,intv_0006141,1,1,1.0,2,10.0,46.0,4,295.0,1.2,10,1,growth,basic
user_0013813,acct_01161,intv_0006142,0,1,0.0,2,8.0,49.0,2,273.0,1.0,8,1,starter,basic
user_0013814,acct_01161,intv_0006143,1,0,,3,11.0,55.0,3,302.0,1.1818181818181819,11,1,starter,basic
user_0013818,acct_01161,intv_0006144,0,1,0.0,1,10.0,52.0,3,297.0,1.0,10,3,starter,basic
user_0013820,acct_01161,intv_0006145,1,1,0.0,6,27.0,1671.0,0,6635.0,1.1481481481481481,27,2,starter,basic
user_0013823,acct_01162,intv_0006146,1,1,0.0,6,28.0,1741.0,0,6923.0,1.1785714285714286,28,2,starter,admin
user_0013825,acct_01162,intv_0006147,0,1,0.0,2,7.0,28.0,2,174.0,1.1428571428571428,7,2,starter,basic
user_0013827,acct_01163,intv_0006148,0,1,0.0,3,9.0,52.0,4,300.0,1.2222222222222223,9,2,growth,basic
user_0013828,acct_01163,intv_0006149,0,1,0.0,6,13.0,55.0,0,301.0,1.1538461538461537,13,1,growth,basic
user_0013833,acct_01163,intv_0006150,0,1,0.0,4,11.0,50.0,3,273.0,1.1818181818181819,11,2,growth,basic
user_0013835,acct_01163,intv_0006151,0,1,0.0,3,10.0,51.0,0,318.0,1.2,10,3,growth,basic
user_0013839,acct_01164,intv_0006152,0,0,,3,9.0,44.0,0,278.0,1.2222222222222223,9,2,starter,basic
user_0013840,acct_01164,intv_0006153,0,1,0.0,3,11.0,39.0,2,242.0,1.0,11,3,starter,basic
user_0013842,acct_01165,intv_0006154,0,1,0.0,1,10.0,54.0,7,308.0,1.0,10,2,growth,basic
user_0013846,acct_01165,intv_0006155,1,1,0.0,2,8.0,40.0,1,241.0,1.0,8,1,growth,basic
user_0013847,acct_01165,intv_0006156,0,1,0.0,1,11.0,49.0,4,337.0,1.1818181818181819,11,2,growth,basic
user_0013855,acct_01166,intv_0006157,0,1,0.0,1,8.0,35.0,4,211.0,1.125,8,3,growth,basic
user_0013858,acct_01166,intv_0006158,0,1,1.0,6,24.0,1420.0,0,5782.0,1.1666666666666667,24,2,growth,basic
